0.484,
2.02,
0.165,
0.373,
0.2,
0.002,
0.161,
0.013,
0.151,
0.426,
0.09,
0.277,
0.462,
0.134,
0.001,
0.443,
0.202,
0.009,
0.102,
0.00399999999999,
0.044,
0.00699999999999,
0.183,
0.167,
0.0,
0.074,
0.106,
0.077,
0.079,
0.18,
0.384,
0.276,
0.014,
0.065,
0.024,
0.056,
0.03,
0.001,
0.213,
0.024,
0.263,
0.161,
0.02,
0.055,
0.162,
0.048,
0.45,
0.056,
0.0,
0.02,
0.006,
0.298,
0.118,
0.203,
0.014,
0.151,
0.275,
0.229,
0.057,
0.367,
0.03,
0.419,
0.332,
0.032,
0.009,
0.047,
0.335,
0.252,
0.066,
0.011,
0.147,
0.027,
0.00200000000001,
0.253,
0.381,
0.064,
0.209,
0.045,
0.369,
0.378,
0.396,
0.085,
0.221,
0.069,
0.368,
0.01,
0.099,
0.101,
0.09,
0.212,
0.117,
0.008,
0.002,
0.06,
0.632,
0.153,
0.246,
0.464,
0.213,
0.921,
0.003,
0.11,
0.002,
0.025,
0.000999999999991,
0.076,
0.13,
0.00200000000001,
0.336,
0.00399999999999,
0.079,
0.096,
0.00700000000001,
0.322,
0.15,
0.05,
0.003,
0.012,
0.157,
0.0,
0.073,
0.326,
0.077,
0.0,
0.057,
0.101,
0.012,
0.13,
0.021,
0.126,
0.00399999999999,
0.156,
0.256,
0.083,
0.088,
0.002,
0.072,
0.416,
0.033,
0.161,
0.11,
0.278,
0.006,
0.175,
0.508,
0.071,
0.264,
0.024,
0.022,
0.078,
0.288,
0.05,
0.379,
0.201,
0.22,
0.323,
0.243,
0.041,
0.037,
0.31,
0.002,
0.386,
0.313,
0.265,
0.085,
0.059,
0.35,
0.036,
0.47,
0.103,
0.087,
0.056,
0.085,
0.011,
0.119,
0.28,
0.197,
0.053,
0.35,
0.451,
0.068,
0.056,
0.205,
0.389,
0.252,
0.133,
0.162,
0.072,
0.00399999999999,
0.305,
0.036,
0.102,
0.00699999999999,
0.079,
0.129,
0.163,
0.755,
0.218,
0.208,
0.187,
0.069,
0.519,
0.059,
0.015,
0.013,
0.033,
0.114,
0.084,
0.095,
0.008,
0.018,
0.027,
0.000999999999991,
0.014,
0.147,
0.222,
0.306,
0.009,
0.115,
0.047,
0.033,
0.034,
0.049,
0.005,
0.078,
0.135,
0.123,
0.044,
0.286,
0.003,
0.608,
0.14,
0.097,
0.019,
0.008,
0.209,
0.008,
0.145,
0.254,
0.004,
0.061,
0.004,
0.025,
0.019,
0.002,
0.016,
0.054,
0.033,
0.02,
0.259,
0.411,
0.465,
0.126,
0.256,
0.084,
0.011,
0.002,
0.034,
0.303,
0.024,
0.155,
0.107,
0.014,
0.074,
0.046,
0.098,
0.074,
0.07,
0.142,
0.112,
0.139,
0.231,
0.242,
0.814,
0.046,
0.21,
0.096,
0.224,
0.342,
0.135,
0.005,
0.041,
0.109,
0.164,
0.087,
0.358,
0.045,
0.077,
0.624,
0.1,
0.0,
0.046,
0.004,
0.087,
0.004,
0.067,
0.049,
0.179,
0.223,
0.254,
0.364,
0.195,
0.075,
0.132,
0.036,
0.443,
0.096,
0.012,
0.173,
0.003,
0.067,
0.102,
0.091,
0.089,
0.168,
0.106,
0.721,
0.012,
0.005,
0.152,
0.01,
0.172,
0.171,
0.205,
0.095,
0.265,
0.044,
0.000999999999991,
0.095,
0.323,
0.037,
0.0,
0.465,
0.128,
0.004,
0.439,
0.202,
0.151,
0.095,
0.029,
0.105,
0.476,
0.152,
0.00700000000001,
0.00400000000002,
0.08,
0.154,
0.658,
0.439,
0.234,
0.041,
0.121,
0.15,
0.077,
0.00400000000002,
0.387,
0.202,
0.14,
0.154,
0.122,
0.029,
0.044,
0.000999999999976,
0.012,
0.288,
0.00300000000001,
0.475,
0.00299999999999,
0.266,
0.021,
0.09,
0.206,
0.02,
0.579,
0.203,
0.112,
0.338,
0.049,
0.036,
0.000999999999976,
0.053,
0.000999999999976,
0.094,
0.00299999999999,
0.134,
0.138,
0.269,
0.221,
0.029,
0.194,
0.029,
0.341,
0.098,
0.037,
0.163,
0.107,
0.066,
0.541,
0.038,
0.006,
0.045,
0.016,
0.22,
0.039,
0.124,
0.317,
0.058,
0.285,
0.044,
0.272,
0.042,
0.00200000000001,
0.0,
0.011,
0.001,
0.022,
0.083,
0.00400000000002,
0.368,
0.329,
0.313,
0.001,
0.36,
0.146,
0.265,
0.191,
0.026,
0.00200000000001,
0.215,
0.153,
0.515,
0.041,
0.067,
0.071,
0.124,
0.11,
0.02,
0.711,
0.09,
0.275,
0.279,
0.046,
0.02,
0.196,
0.692,
0.094,
0.077,
0.366,
0.05,
0.316,
0.274,
0.032,
0.103,
0.00700000000001,
0.025,
0.00799999999998,
0.01,
0.178,
0.00999999999999,
0.069,
0.00199999999998,
0.048,
0.512,
0.308,
0.045,
0.045,
0.02,
0.168,
0.099,
0.00200000000001,
0.00199999999998,
0.128,
0.02,
0.014,
0.027,
0.021,
0.347,
0.00200000000001,
0.244,
0.072,
0.066,
0.022,
